Timestamp,RA,DEC,AZ,ALT,Status,Slew Status
2026-07-31T15:49:49.999189,20.722745,+64.06196,021.96104,+26.38549,0,0#
2026-07-31T15:49:51.013544,20.722752,+64.06205,021.96260,+26.38665,0,0#
